frame,time_s,lateral_offset_m,heading_error_deg,speed_mps,steering,throttle,brake,drive_mode
37,48.182,-0.0016,0.0,0.362,0.0,0.0,0.0,BEAMNG_AI
38,48.273,-0.0016,0.0,0.544,0.0,0.0,0.0,BEAMNG_AI
39,48.38,-0.0016,0.0,0.771,0.0,0.0,0.0,BEAMNG_AI
40,48.479,-0.0016,0.0,1.062,0.0,0.0,0.0,BEAMNG_AI
41,48.58,-0.0016,0.0,1.374,0.0,0.0,0.0,BEAMNG_AI
42,48.687,-0.0016,0.0,1.685,0.0,0.0,0.0,BEAMNG_AI
43,48.778,-0.0016,0.0,2.007,0.0,0.0,0.0,BEAMNG_AI
44,48.879,-0.0016,-0.0,2.34,0.0,0.0,0.0,BEAMNG_AI
45,48.978,-0.0016,-0.0,2.671,0.0,0.0,0.0,BEAMNG_AI
46,49.087,-0.0016,-0.0,3.0,0.0,0.0,0.0,BEAMNG_AI
47,49.179,-0.0016,-0.0,3.333,0.0,0.0,0.0,BEAMNG_AI
48,49.28,-0.0016,-0.0,3.64,0.0,0.0,0.0,BEAMNG_AI
49,49.382,-0.0016,-0.0,3.947,0.0,0.0,0.0,BEAMNG_AI
50,49.48,-0.0016,-0.0,4.238,0.0,0.0,0.0,BEAMNG_AI
51,49.583,-0.0016,-0.0,4.543,0.0,0.0,0.0,BEAMNG_AI
52,49.679,-0.0016,0.0,4.844,0.0,0.0,0.0,BEAMNG_AI
53,49.779,-0.0016,0.0,5.147,0.0,0.0,0.0,BEAMNG_AI
54,49.896,-0.0016,0.0,5.451,0.0,0.0,0.0,BEAMNG_AI
55,49.984,-0.0016,0.0,5.756,0.0,0.0,0.0,BEAMNG_AI
56,50.081,-0.0016,0.0,6.065,0.0,0.0,0.0,BEAMNG_AI
57,50.177,-0.0016,0.0,6.373,0.0,0.0,0.0,BEAMNG_AI
58,50.285,-0.0016,0.0,6.674,0.0,0.0,0.0,BEAMNG_AI
59,50.39,-0.0016,0.0,6.985,0.0,0.0,0.0,BEAMNG_AI
60,50.479,-0.0016,-0.0,7.291,0.0,0.0,0.0,BEAMNG_AI
61,50.579,-0.0016,-0.0,7.601,0.0,0.0,0.0,BEAMNG_AI
62,50.691,-0.0016,-0.0,7.903,0.0,0.0,0.0,BEAMNG_AI
63,50.779,-0.0016,-0.0,8.212,0.0,0.0,0.0,BEAMNG_AI
64,50.88,-0.0016,-0.0,8.515,0.0,0.0,0.0,BEAMNG_AI
65,50.978,-0.0016,-0.0,8.82,0.0,0.0,0.0,BEAMNG_AI
66,51.081,-0.0016,-0.0,9.125,0.0,0.0,0.0,BEAMNG_AI
67,51.18,-0.0016,-0.0,9.425,0.0,0.0,0.0,BEAMNG_AI
68,51.28,-0.0016,0.0,9.734,0.0,0.0,0.0,BEAMNG_AI
69,51.385,-0.0016,0.0,10.036,0.0,0.0,0.0,BEAMNG_AI
70,51.48,-0.0016,0.0,10.337,0.0,0.0,0.0,BEAMNG_AI
71,51.58,-0.0016,0.0,10.639,0.0,0.0,0.0,BEAMNG_AI
72,51.687,-0.0016,0.0,10.936,0.0,0.0,0.0,BEAMNG_AI
73,51.779,-0.0016,0.0,11.236,0.0,0.0,0.0,BEAMNG_AI
74,51.88,-0.0016,0.0,11.536,0.0,0.0,0.0,BEAMNG_AI
75,51.979,-0.0016,0.0,11.829,0.0,0.0,0.0,BEAMNG_AI
76,52.09,-0.0016,-0.0,12.126,0.0,0.0,0.0,BEAMNG_AI
77,52.183,-0.0016,-0.0,12.427,0.0,0.0,0.0,BEAMNG_AI
78,52.281,-0.0016,-0.0,12.726,0.0,0.0,0.0,BEAMNG_AI
79,52.385,-0.0016,-0.0,13.029,0.0,0.0,0.0,BEAMNG_AI
80,52.494,-0.0016,-0.0,13.324,0.0,0.0,0.0,BEAMNG_AI
81,52.581,-0.0016,-0.0,13.617,0.0,0.0,0.0,BEAMNG_AI
82,52.681,-0.0016,-0.0,13.915,0.0,0.0,0.0,BEAMNG_AI
83,52.793,-0.0016,-0.0,14.206,0.0,0.0,0.0,BEAMNG_AI
84,52.88,-0.0016,0.0,14.507,0.0,0.0,0.0,BEAMNG_AI
85,52.98,-0.0016,0.0,14.798,0.0,0.0,0.0,BEAMNG_AI
86,53.087,-0.0016,0.0,15.093,0.0,0.0,0.0,BEAMNG_AI
87,53.18,-0.0016,0.0,15.393,0.0,0.0,0.0,BEAMNG_AI
88,53.285,-0.0016,0.0,15.673,0.0,0.0,0.0,BEAMNG_AI
89,53.38,-0.0016,0.0,15.948,0.0,0.0,0.0,BEAMNG_AI
90,53.479,-0.0016,0.0,16.216,0.0,0.0,0.0,BEAMNG_AI
91,53.578,-0.0016,-0.0,16.493,0.0,0.0,0.0,BEAMNG_AI
92,53.684,-0.0016,-0.0,16.769,0.0,0.0,0.0,BEAMNG_AI
93,53.779,-0.0016,-0.0,17.029,0.0,0.0,0.0,BEAMNG_AI
94,53.88,-0.0016,-0.0,17.265,0.0,0.0,0.0,BEAMNG_AI
95,53.993,-0.0016,-0.0,17.526,0.0,0.0,0.0,BEAMNG_AI
96,54.084,-0.0016,-0.0,17.778,0.0,0.0,0.0,BEAMNG_AI
97,54.18,-0.0016,-0.0,18.053,0.0,0.0,0.0,BEAMNG_AI
98,54.278,-0.0016,-0.0,18.293,0.0,0.0,0.0,BEAMNG_AI
99,54.38,-0.0016,0.0,18.534,0.0,0.0,0.0,BEAMNG_AI
100,54.48,-0.0016,0.0,18.77,0.0,0.0,0.0,BEAMNG_AI
101,54.586,-0.0016,0.0,19.008,0.0,0.0,0.0,BEAMNG_AI
102,54.69,-0.0016,0.0,19.238,0.0,0.0,0.0,BEAMNG_AI
103,54.783,-0.0016,0.0,19.463,0.0,0.0,0.0,BEAMNG_AI
104,54.887,-0.0016,0.0,19.674,0.0,0.0,0.0,BEAMNG_AI
105,54.985,-0.0016,0.0,19.906,0.0,0.0,0.0,BEAMNG_AI
106,55.083,-0.0016,0.0,20.093,0.0,0.0,0.0,BEAMNG_AI
107,55.18,-0.0016,-0.0,20.285,0.0,0.0,0.0,BEAMNG_AI
108,55.286,-0.0016,-0.0,20.427,0.0,0.0,0.0,BEAMNG_AI
109,55.383,-0.0016,-0.0,20.736,0.0,0.0,0.0,BEAMNG_AI
110,55.489,-0.0016,-0.0,20.919,0.0,0.0,0.0,BEAMNG_AI
111,55.579,-0.0016,-0.0,21.046,0.0,0.0,0.0,BEAMNG_AI
112,55.718,-0.0016,-0.0,21.278,0.0,0.0,0.0,BEAMNG_AI
113,55.813,-0.0016,-0.0,21.457,0.0,0.0,0.0,BEAMNG_AI
114,55.918,-0.0016,-0.0,21.585,0.0,0.0,0.0,BEAMNG_AI
115,56.023,-0.0016,-0.0,21.636,0.0,0.0,0.0,BEAMNG_AI
116,56.119,-0.0016,-0.0,21.617,0.0,0.0,0.0,BEAMNG_AI
117,56.218,-0.0016,-0.0,21.532,0.0,0.0,0.0,BEAMNG_AI
118,56.312,-0.0016,-0.0,21.418,0.0,0.0,0.0,BEAMNG_AI
119,56.421,-0.0016,0.0,21.299,0.0,0.0,0.0,BEAMNG_AI
120,56.513,-0.0016,0.0,21.167,0.0,0.0,0.0,BEAMNG_AI
121,56.613,-0.0016,0.0,21.081,0.0,0.0,0.0,BEAMNG_AI
122,56.729,-0.0016,0.0,20.932,0.0,0.0,0.0,BEAMNG_AI
123,56.873,-0.0016,0.0,20.668,0.0,0.0,0.0,BEAMNG_AI
124,57.002,-0.0016,0.0,20.272,0.0,0.0,0.0,BEAMNG_AI
125,57.087,-0.0016,0.0,19.974,0.0,0.0,0.0,BEAMNG_AI
126,57.185,-0.0016,0.0,19.576,0.0,0.0,0.0,BEAMNG_AI
127,57.28,-0.0016,0.0,19.303,0.0,0.0,0.0,BEAMNG_AI
128,57.389,-0.0016,0.0,18.944,0.0,0.0,0.0,BEAMNG_AI
129,57.524,-0.0016,0.0,18.34,0.0,0.0,0.0,BEAMNG_AI
130,57.648,-0.0016,0.0,17.942,0.0,0.0,0.0,BEAMNG_AI
131,57.746,-0.0016,0.0,17.649,0.0,0.0,0.0,BEAMNG_AI
132,57.848,-0.0016,-0.0,17.307,0.0,0.0,0.0,BEAMNG_AI
133,57.998,-0.0016,-0.0,16.955,0.0,0.0,0.0,BEAMNG_AI
134,58.083,-0.0016,-0.0,16.451,0.0,0.0,0.0,BEAMNG_AI
135,58.186,-0.0016,-0.0,16.109,0.0,0.0,0.0,BEAMNG_AI
136,58.279,-0.0016,-0.0,15.807,0.0,0.0,0.0,BEAMNG_AI
137,58.381,-0.0016,-0.0,15.5,0.0,0.0,0.0,BEAMNG_AI
138,58.485,-0.0016,-0.0,15.176,0.0,0.0,0.0,BEAMNG_AI
139,58.591,-0.0016,-0.0,14.994,0.0,0.0,0.0,BEAMNG_AI
140,58.685,-0.0016,-0.0,14.772,0.0,0.0,0.0,BEAMNG_AI
141,58.785,-0.0016,-0.0,14.273,0.0,0.0,0.0,BEAMNG_AI
142,58.885,-0.0016,-0.0,13.688,0.0,0.0,0.0,BEAMNG_AI
143,58.985,-0.0016,-0.0,13.419,0.0,0.0,0.0,BEAMNG_AI
144,59.095,-0.0016,-0.0,13.382,0.0,0.0,0.0,BEAMNG_AI
145,59.232,-0.0016,0.0,13.122,0.0,0.0,0.0,BEAMNG_AI
146,59.318,-0.0016,0.0,12.763,0.0,0.0,0.0,BEAMNG_AI
147,59.412,-0.0016,0.0,12.529,0.0,0.0,0.0,BEAMNG_AI
148,59.519,-0.0016,0.0,12.358,0.0,0.0,0.0,BEAMNG_AI
149,59.614,-0.0016,0.0,12.199,0.0,0.0,0.0,BEAMNG_AI
150,59.719,-0.0016,0.0,12.061,0.0,0.0,0.0,BEAMNG_AI
151,59.814,-0.0016,0.0,11.83,0.0,0.0,0.0,BEAMNG_AI
152,59.914,-0.0016,0.0,11.637,0.0,0.0,0.0,BEAMNG_AI
153,60.031,-0.0016,0.0,11.498,0.0,0.0,0.0,BEAMNG_AI
154,60.121,-0.0016,0.0,11.364,0.0,0.0,0.0,BEAMNG_AI
155,60.214,-0.0016,0.0,11.221,0.0,0.0,0.0,BEAMNG_AI
156,60.316,-0.0016,0.0,11.079,0.0,0.0,0.0,BEAMNG_AI
157,60.414,-0.0016,0.0,10.959,0.0,0.0,0.0,BEAMNG_AI
158,60.52,-0.0016,-0.0,10.866,0.0,0.0,0.0,BEAMNG_AI
159,60.614,-0.0016,-0.0,10.785,0.0,0.0,0.0,BEAMNG_AI
160,60.712,-0.0016,-0.0,10.712,0.0,0.0,0.0,BEAMNG_AI
161,60.818,-0.0016,-0.0,10.646,0.0,0.0,0.0,BEAMNG_AI
162,60.917,-0.0016,-0.0,10.57,0.0,0.0,0.0,BEAMNG_AI
163,61.018,-0.0016,-0.0,10.5,0.0,0.0,0.0,BEAMNG_AI
164,61.158,-0.0016,-0.0,10.351,0.0,0.0,0.0,BEAMNG_AI
165,61.286,-0.0016,-0.0,10.18,0.0,0.0,0.0,BEAMNG_AI
166,61.396,-0.0016,-0.0,10.039,0.0,0.0,0.0,BEAMNG_AI
167,61.5,-0.0016,-0.0,9.92,0.0,0.0,0.0,BEAMNG_AI
168,61.585,-0.0016,-0.0,9.811,0.0,0.0,0.0,BEAMNG_AI
169,61.679,-0.0016,-0.0,9.738,0.0,0.0,0.0,BEAMNG_AI
170,61.784,-0.0016,-0.0,9.668,0.0,0.0,0.0,BEAMNG_AI
171,61.881,-0.0016,0.0,9.598,0.0,0.0,0.0,BEAMNG_AI
172,61.979,-0.0016,0.0,9.539,0.0,0.0,0.0,BEAMNG_AI
173,62.081,-0.0016,0.0,9.467,0.0,0.0,0.0,BEAMNG_AI
174,62.191,-0.0016,0.0,9.411,0.0,0.0,0.0,BEAMNG_AI
175,62.282,-0.0016,0.0,9.333,0.0,0.0,0.0,BEAMNG_AI
176,62.384,-0.0016,0.0,9.259,0.0,0.0,0.0,BEAMNG_AI
177,62.481,-0.0016,0.0,9.2,0.0,0.0,0.0,BEAMNG_AI
178,62.58,-0.0016,0.0,9.103,0.0,0.0,0.0,BEAMNG_AI
179,62.679,-0.0016,0.0,8.964,0.0,0.0,0.0,BEAMNG_AI
180,62.791,-0.0016,0.0,8.844,0.0,0.0,0.0,BEAMNG_AI
181,62.88,-0.0016,0.0,8.695,0.0,0.0,0.0,BEAMNG_AI
182,62.983,-0.0016,0.0,8.559,0.0,0.0,0.0,BEAMNG_AI
183,63.082,-0.0016,0.0,8.443,0.0,0.0,0.0,BEAMNG_AI
184,63.2,-0.0016,-0.0,8.36,0.0,0.0,0.0,BEAMNG_AI
185,63.289,-0.0016,-0.0,8.302,0.0,0.0,0.0,BEAMNG_AI
186,63.379,-0.0016,-0.0,8.235,0.0,0.0,0.0,BEAMNG_AI
187,63.479,-0.0016,-0.0,8.201,0.0,0.0,0.0,BEAMNG_AI
188,63.585,-0.0016,-0.0,8.141,0.0,0.0,0.0,BEAMNG_AI
189,63.681,-0.0016,-0.0,8.093,0.0,0.0,0.0,BEAMNG_AI
190,63.779,-0.0016,-0.0,8.039,0.0,0.0,0.0,BEAMNG_AI
191,63.883,-0.0016,-0.0,7.999,0.0,0.0,0.0,BEAMNG_AI
192,63.986,-0.0016,-0.0,7.95,0.0,0.0,0.0,BEAMNG_AI
193,64.088,-0.0016,-0.0,7.937,0.0,0.0,0.0,BEAMNG_AI
194,64.183,-0.0016,-0.0,7.88,0.0,0.0,0.0,BEAMNG_AI
195,64.288,-0.0016,-0.0,7.846,0.0,0.0,0.0,BEAMNG_AI
196,64.382,-0.0016,0.0,7.86,0.0,0.0,0.0,BEAMNG_AI
197,64.482,-0.0016,0.0,7.883,0.0,0.0,0.0,BEAMNG_AI
198,64.588,-0.0016,0.0,7.918,0.0,0.0,0.0,BEAMNG_AI
199,64.689,-0.0016,0.0,7.962,0.0,0.0,0.0,BEAMNG_AI
200,64.789,-0.0016,0.0,8.041,0.0,0.0,0.0,BEAMNG_AI
201,64.885,-0.0016,0.0,8.116,0.0,0.0,0.0,BEAMNG_AI
202,64.987,-0.0016,0.0,8.198,0.0,0.0,0.0,BEAMNG_AI
203,65.086,-0.0016,0.0,8.273,0.0,0.0,0.0,BEAMNG_AI
204,65.183,-0.0016,0.0,8.306,0.0,0.0,0.0,BEAMNG_AI
205,65.288,-0.0016,0.0,8.36,0.0,0.0,0.0,BEAMNG_AI
206,65.387,-0.0016,0.0,8.436,0.0,0.0,0.0,BEAMNG_AI
207,65.482,-0.0016,0.0,8.496,0.0,0.0,0.0,BEAMNG_AI
208,65.586,-0.0016,0.0,8.523,0.0,0.0,0.0,BEAMNG_AI
209,65.683,-0.0016,-0.0,8.512,0.0,0.0,0.0,BEAMNG_AI
210,65.783,-0.0016,-0.0,8.498,0.0,0.0,0.0,BEAMNG_AI
211,65.884,-0.0016,-0.0,8.478,0.0,0.0,0.0,BEAMNG_AI
212,66.018,-0.0016,-0.0,8.446,0.0,0.0,0.0,BEAMNG_AI
213,66.116,-0.0016,-0.0,8.413,0.0,0.0,0.0,BEAMNG_AI
214,66.214,-0.0016,-0.0,8.369,0.0,0.0,0.0,BEAMNG_AI
215,66.313,-0.0016,-0.0,8.337,0.0,0.0,0.0,BEAMNG_AI
216,66.417,-0.0016,-0.0,8.281,0.0,0.0,0.0,BEAMNG_AI
217,66.516,-0.0016,-0.0,8.276,0.0,0.0,0.0,BEAMNG_AI
218,66.618,-0.0016,-0.0,8.238,0.0,0.0,0.0,BEAMNG_AI
219,66.716,-0.0016,-0.0,8.205,0.0,0.0,0.0,BEAMNG_AI
220,66.815,-0.0016,-0.0,8.175,0.0,0.0,0.0,BEAMNG_AI
221,66.913,-0.0016,-0.0,8.156,0.0,0.0,0.0,BEAMNG_AI
222,67.017,-0.0016,0.0,8.143,0.0,0.0,0.0,BEAMNG_AI
223,67.116,-0.0016,0.0,8.142,0.0,0.0,0.0,BEAMNG_AI
224,67.222,-0.0016,0.0,8.143,0.0,0.0,0.0,BEAMNG_AI
225,67.354,-0.0016,0.0,8.117,0.0,0.0,0.0,BEAMNG_AI
226,67.447,-0.0016,0.0,8.08,0.0,0.0,0.0,BEAMNG_AI
227,67.547,-0.0016,0.0,8.058,0.0,0.0,0.0,BEAMNG_AI
228,67.648,-0.0016,0.0,8.032,0.0,0.0,0.0,BEAMNG_AI
229,67.758,-0.0016,0.0,8.0,0.0,0.0,0.0,BEAMNG_AI
230,67.893,-0.0016,0.0,7.94,0.0,0.0,0.0,BEAMNG_AI
231,67.983,-0.0016,0.0,7.885,0.0,0.0,0.0,BEAMNG_AI
232,68.085,-0.0016,0.0,7.813,0.0,0.0,0.0,BEAMNG_AI
233,68.186,-0.0016,0.0,7.768,0.0,0.0,0.0,BEAMNG_AI
234,68.285,-0.0016,0.0,7.695,0.0,0.0,0.0,BEAMNG_AI
235,68.382,-0.0016,-0.0,7.646,0.0,0.0,0.0,BEAMNG_AI
236,68.482,-0.0016,-0.0,7.572,0.0,0.0,0.0,BEAMNG_AI
237,68.591,-0.0016,-0.0,7.479,0.0,0.0,0.0,BEAMNG_AI
238,68.684,-0.0016,-0.0,7.454,0.0,0.0,0.0,BEAMNG_AI
239,68.784,-0.0016,-0.0,7.421,0.0,0.0,0.0,BEAMNG_AI
240,68.879,-0.0016,-0.0,7.365,0.0,0.0,0.0,BEAMNG_AI
241,68.983,-0.0016,-0.0,7.293,0.0,0.0,0.0,BEAMNG_AI
242,69.086,-0.0016,-0.0,7.236,0.0,0.0,0.0,BEAMNG_AI
243,69.184,-0.0016,-0.0,7.172,0.0,0.0,0.0,BEAMNG_AI
244,69.319,-0.0016,-0.0,7.083,0.0,0.0,0.0,BEAMNG_AI
245,69.413,-0.0016,-0.0,7.019,0.0,0.0,0.0,BEAMNG_AI
246,69.513,-0.0016,-0.0,6.927,0.0,0.0,0.0,BEAMNG_AI
247,69.613,-0.0016,-0.0,6.817,0.0,0.0,0.0,BEAMNG_AI
248,69.718,-0.0016,0.0,6.696,0.0,0.0,0.0,BEAMNG_AI
249,69.82,-0.0016,0.0,6.596,0.0,0.0,0.0,BEAMNG_AI
250,69.913,-0.0016,0.0,6.536,0.0,0.0,0.0,BEAMNG_AI
251,70.013,-0.0016,0.0,6.419,0.0,0.0,0.0,BEAMNG_AI
252,70.114,-0.0016,0.0,6.413,0.0,0.0,0.0,BEAMNG_AI
253,70.217,-0.0016,0.0,6.347,0.0,0.0,0.0,BEAMNG_AI
254,70.313,-0.0016,0.0,6.303,0.0,0.0,0.0,BEAMNG_AI
255,70.417,-0.0016,0.0,6.272,0.0,0.0,0.0,BEAMNG_AI
256,70.532,-0.0016,0.0,6.165,0.0,0.0,0.0,BEAMNG_AI
257,70.65,-0.0016,0.0,6.159,0.0,0.0,0.0,BEAMNG_AI
258,70.748,-0.0016,0.0,6.232,0.0,0.0,0.0,BEAMNG_AI
259,70.852,-0.0016,0.0,6.279,0.0,0.0,0.0,BEAMNG_AI
260,70.952,-0.0016,0.0,6.37,0.0,0.0,0.0,BEAMNG_AI
261,71.047,-0.0016,-0.0,6.366,0.0,0.0,0.0,BEAMNG_AI
262,71.156,-0.0016,-0.0,6.341,0.0,0.0,0.0,BEAMNG_AI
263,71.251,-0.0016,-0.0,6.292,0.0,0.0,0.0,BEAMNG_AI
264,71.349,-0.0016,-0.0,6.315,0.0,0.0,0.0,BEAMNG_AI
265,71.448,-0.0016,-0.0,6.341,0.0,0.0,0.0,BEAMNG_AI
266,71.555,-0.0016,-0.0,6.401,0.0,0.0,0.0,BEAMNG_AI
267,71.652,-0.0016,-0.0,6.447,0.0,0.0,0.0,BEAMNG_AI
268,71.747,-0.0016,-0.0,6.531,0.0,0.0,0.0,BEAMNG_AI
269,71.853,-0.0016,-0.0,6.573,0.0,0.0,0.0,BEAMNG_AI
270,71.952,-0.0016,-0.0,6.667,0.0,0.0,0.0,BEAMNG_AI
271,72.063,-0.0016,-0.0,6.782,0.0,0.0,0.0,BEAMNG_AI
272,72.153,-0.0016,-0.0,6.924,0.0,0.0,0.0,BEAMNG_AI
273,72.252,-0.0016,-0.0,7.075,0.0,0.0,0.0,BEAMNG_AI
274,72.386,-0.0016,0.0,7.268,0.0,0.0,0.0,BEAMNG_AI
275,72.485,-0.0016,0.0,7.399,0.0,0.0,0.0,BEAMNG_AI
276,72.587,-0.0016,0.0,7.531,0.0,0.0,0.0,BEAMNG_AI
277,72.687,-0.0016,0.0,7.669,0.0,0.0,0.0,BEAMNG_AI
278,72.786,-0.0016,0.0,7.82,0.0,0.0,0.0,BEAMNG_AI
279,72.885,-0.0016,0.0,7.952,0.0,0.0,0.0,BEAMNG_AI
280,72.987,-0.0016,0.0,8.056,0.0,0.0,0.0,BEAMNG_AI
281,73.089,-0.0016,0.0,8.079,0.0,0.0,0.0,BEAMNG_AI
282,73.184,-0.0016,0.0,8.115,0.0,0.0,0.0,BEAMNG_AI
283,73.286,-0.0016,0.0,8.137,0.0,0.0,0.0,BEAMNG_AI
284,73.379,-0.0016,0.0,8.144,0.0,0.0,0.0,BEAMNG_AI
285,73.484,-0.0016,0.0,8.216,0.0,0.0,0.0,BEAMNG_AI
286,73.584,-0.0016,-0.0,8.343,0.0,0.0,0.0,BEAMNG_AI
287,73.684,-0.0016,-0.0,8.465,0.0,0.0,0.0,BEAMNG_AI
288,73.786,-0.0016,-0.0,8.591,0.0,0.0,0.0,BEAMNG_AI
289,73.882,-0.0016,-0.0,8.732,0.0,0.0,0.0,BEAMNG_AI
290,73.983,-0.0016,-0.0,8.877,0.0,0.0,0.0,BEAMNG_AI
291,74.083,-0.0016,-0.0,9.029,0.0,0.0,0.0,BEAMNG_AI
292,74.182,-0.0016,-0.0,9.184,0.0,0.0,0.0,BEAMNG_AI
293,74.283,-0.0016,-0.0,9.351,0.0,0.0,0.0,BEAMNG_AI
294,74.381,-0.0016,-0.0,9.541,0.0,0.0,0.0,BEAMNG_AI
295,74.498,-0.0016,-0.0,9.711,0.0,0.0,0.0,BEAMNG_AI
296,74.588,-0.0016,-0.0,9.845,0.0,0.0,0.0,BEAMNG_AI
297,74.681,-0.0016,-0.0,9.97,0.0,0.0,0.0,BEAMNG_AI
298,74.782,-0.0016,-0.0,10.066,0.0,0.0,0.0,BEAMNG_AI
299,74.882,-0.0016,0.0,10.074,0.0,0.0,0.0,BEAMNG_AI
300,74.982,-0.0016,0.0,10.012,0.0,0.0,0.0,BEAMNG_AI
301,75.081,-0.0016,0.0,9.943,0.0,0.0,0.0,BEAMNG_AI
302,75.181,-0.0016,0.0,9.884,0.0,0.0,0.0,BEAMNG_AI
303,75.283,-0.0016,0.0,9.821,0.0,0.0,0.0,BEAMNG_AI
304,75.385,-0.0016,0.0,9.741,0.0,0.0,0.0,BEAMNG_AI
305,75.499,-0.0016,0.0,9.647,0.0,0.0,0.0,BEAMNG_AI
306,75.586,-0.0016,0.0,9.527,0.0,0.0,0.0,BEAMNG_AI
307,75.684,-0.0016,0.0,9.433,0.0,0.0,0.0,BEAMNG_AI
308,75.782,-0.0016,0.0,9.315,0.0,0.0,0.0,BEAMNG_AI
309,75.889,-0.0016,0.0,9.186,0.0,0.0,0.0,BEAMNG_AI
310,75.984,-0.0016,0.0,9.039,0.0,0.0,0.0,BEAMNG_AI
311,76.081,-0.0016,0.0,8.92,0.0,0.0,0.0,BEAMNG_AI
312,76.186,-0.0016,-0.0,8.867,0.0,0.0,0.0,BEAMNG_AI
313,76.298,-0.0016,-0.0,8.871,0.0,0.0,0.0,BEAMNG_AI
314,76.384,-0.0016,-0.0,8.871,0.0,0.0,0.0,BEAMNG_AI
315,76.481,-0.0016,-0.0,8.904,0.0,0.0,0.0,BEAMNG_AI
316,76.599,-0.0016,-0.0,8.964,0.0,0.0,0.0,BEAMNG_AI
317,76.72,-0.0016,-0.0,9.055,0.0,0.0,0.0,BEAMNG_AI
318,76.821,-0.0016,-0.0,9.136,0.0,0.0,0.0,BEAMNG_AI
319,76.918,-0.0016,-0.0,9.232,0.0,0.0,0.0,BEAMNG_AI
320,77.017,-0.0016,-0.0,9.344,0.0,0.0,0.0,BEAMNG_AI
321,77.118,-0.0016,-0.0,9.459,0.0,0.0,0.0,BEAMNG_AI
322,77.215,-0.0016,-0.0,9.599,0.0,0.0,0.0,BEAMNG_AI
323,77.318,-0.0016,-0.0,9.712,0.0,0.0,0.0,BEAMNG_AI
324,77.422,-0.0016,-0.0,9.789,0.0,0.0,0.0,BEAMNG_AI
325,77.515,-0.0016,0.0,9.862,0.0,0.0,0.0,BEAMNG_AI
326,77.624,-0.0016,0.0,9.92,0.0,0.0,0.0,BEAMNG_AI
327,77.757,-0.0016,0.0,10.116,0.0,0.0,0.0,BEAMNG_AI
328,77.846,-0.0016,0.0,10.294,0.0,0.0,0.0,BEAMNG_AI
329,77.957,-0.0016,0.0,10.49,0.0,0.0,0.0,BEAMNG_AI
