frame,time_s,lateral_offset_m,heading_error_deg,speed_mps,steering,throttle,brake,drive_mode
56,50.559,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
57,50.713,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
58,50.872,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
59,51.008,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
60,51.139,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
61,51.284,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
62,51.414,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
63,51.542,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
64,51.681,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
65,51.804,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
66,51.948,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
67,52.11,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
68,52.265,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
69,52.399,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
70,52.567,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
71,52.707,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
72,52.859,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
73,53.004,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
74,53.142,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
75,53.287,-0.0016,0.0,0.011,0.0,0.0,0.0,MANUAL
76,53.439,-0.0016,-0.0,0.009,0.0,0.0,0.0,MANUAL
77,53.621,-0.0016,-0.0,0.005,0.0,0.0,0.0,MANUAL
78,53.773,-0.0016,-0.0,0.024,0.0,0.0,0.0,MANUAL
79,53.923,-0.0016,-0.0,0.034,0.0,0.0,0.0,MANUAL
80,54.059,-0.0016,-0.0,0.028,0.0,0.0,0.0,MANUAL
81,54.211,-0.0016,-0.0,0.012,0.0,0.0,0.0,MANUAL
82,54.365,-0.0016,-0.0,0.007,0.0,0.0,0.0,MANUAL
83,54.503,-0.0016,-0.0,0.003,0.0,0.0,0.0,MANUAL
84,54.642,-0.0016,0.0,0.004,0.0,0.0,0.0,MANUAL
85,54.778,-0.0016,0.0,0.004,0.0,0.0,0.0,MANUAL
86,54.937,-0.0016,0.0,0.003,0.0,0.0,0.0,MANUAL
87,55.084,-0.0016,0.0,0.003,0.0,0.0,0.0,MANUAL
88,55.199,-0.0016,0.0,0.08,0.0,0.0,0.0,MANUAL
89,55.342,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
90,55.507,-0.0016,0.0,0.005,0.0,0.0,0.0,MANUAL
91,55.649,-0.0016,0.0,0.009,0.0,0.0,0.0,MANUAL
92,55.785,-0.0016,-0.0,0.053,0.0,0.0,0.0,MANUAL
93,55.94,-0.0016,-0.0,0.082,0.0,0.0,0.0,MANUAL
94,56.097,-0.0016,-0.0,0.068,0.0,0.0,0.0,MANUAL
95,56.231,-0.0016,-0.0,0.02,0.0,0.0,0.0,MANUAL
96,56.386,-0.0016,-0.0,0.015,0.0,0.0,0.0,MANUAL
97,56.536,-0.0016,-0.0,0.006,0.0,0.0,0.0,MANUAL
98,56.692,-0.0016,-0.0,0.007,0.0,0.0,0.0,MANUAL
99,56.817,-0.0016,-0.0,0.013,0.0,0.0,0.0,MANUAL
100,56.969,-0.0016,0.0,0.012,0.0,0.0,0.0,MANUAL
101,57.11,-0.0016,0.0,0.012,0.0,0.0,0.0,MANUAL
102,57.261,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
103,57.385,-0.0016,0.0,0.005,0.0,0.0,0.0,MANUAL
104,57.525,-0.0016,0.0,0.003,0.0,0.0,0.0,MANUAL
105,57.66,-0.0016,0.0,0.003,0.0,0.0,0.0,MANUAL
106,57.795,-0.0016,0.0,0.026,0.0,0.0,0.0,MANUAL
107,57.935,-0.0016,0.0,0.02,0.0,0.0,0.0,MANUAL
108,58.088,-0.0016,-0.0,0.007,0.0,0.0,0.0,MANUAL
109,58.224,-0.0016,-0.0,0.011,0.0,0.0,0.0,MANUAL
110,58.365,-0.0016,-0.0,0.009,0.0,0.0,0.0,MANUAL
111,58.476,-0.0016,-0.0,0.008,0.0,0.0,0.0,MANUAL
112,58.616,-0.0016,-0.0,0.005,0.0,0.0,0.0,MANUAL
113,58.759,-0.0016,-0.0,0.002,0.0,0.0,0.0,MANUAL
114,58.917,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
115,59.054,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
116,59.198,-0.0016,-0.0,0.002,0.0,0.0,0.0,MANUAL
117,59.338,-0.0016,-0.0,0.003,0.0,0.0,0.0,MANUAL
118,59.466,-0.0016,-0.0,0.002,0.0,0.0,0.0,MANUAL
119,59.567,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
120,59.668,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
121,59.77,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
122,59.869,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
123,59.969,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
124,60.07,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
125,60.17,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
126,60.338,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
127,60.439,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
128,60.537,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
129,60.639,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
130,60.737,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
131,60.841,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
132,60.937,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
133,61.037,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
134,61.171,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
135,61.27,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
136,61.37,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
137,61.47,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
138,61.614,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
139,61.772,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
140,61.908,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
141,62.069,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
142,62.21,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
143,62.356,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
144,62.508,-0.0016,-0.0,0.009,0.0,0.0,0.0,MANUAL
145,62.672,-0.0016,-0.0,0.008,0.0,0.0,0.0,MANUAL
146,62.825,-0.0016,-0.0,0.028,0.0,0.0,0.0,MANUAL
147,62.968,-0.0016,0.0,0.024,0.0,0.0,0.0,MANUAL
148,63.12,-0.0016,0.0,0.016,0.0,0.0,0.0,MANUAL
149,63.251,-0.0016,0.0,0.006,0.0,0.0,0.0,MANUAL
150,63.405,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
151,63.545,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
152,63.679,-0.0016,0.0,0.003,0.0,0.0,0.0,MANUAL
153,63.832,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
154,63.975,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
155,64.121,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
156,64.268,-0.0016,0.0,0.039,0.0,0.0,0.0,MANUAL
157,64.394,-0.0016,0.0,0.06,0.0,0.0,0.0,MANUAL
158,64.544,-0.0016,0.0,0.019,0.0,0.0,0.0,MANUAL
159,64.698,-0.0016,-0.0,0.009,0.0,0.0,0.0,MANUAL
160,64.832,-0.0016,-0.0,0.011,0.0,0.0,0.0,MANUAL
161,64.987,-0.0016,-0.0,0.01,0.0,0.0,0.0,MANUAL
162,65.122,-0.0016,-0.0,0.008,0.0,0.0,0.0,MANUAL
163,65.232,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
164,65.381,-0.0016,-0.0,0.003,0.0,0.0,0.0,MANUAL
165,65.537,-0.0016,-0.0,0.005,0.0,0.0,0.0,MANUAL
166,65.68,-0.0016,-0.0,0.007,0.0,0.0,0.0,MANUAL
167,65.817,-0.0016,-0.0,0.006,0.0,0.0,0.0,MANUAL
168,65.926,-0.0016,-0.0,0.002,0.0,0.0,0.0,MANUAL
169,66.068,-0.0016,-0.0,0.003,0.0,0.0,0.0,MANUAL
170,66.218,-0.0016,-0.0,0.004,0.0,0.0,0.0,MANUAL
171,66.353,-0.0016,-0.0,0.004,0.0,0.0,0.0,MANUAL
172,66.49,-0.0016,-0.0,0.004,0.0,0.0,0.0,MANUAL
173,66.627,-0.0016,0.0,0.003,0.0,0.0,0.0,MANUAL
174,66.779,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
175,66.907,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
176,67.064,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
177,67.195,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
178,67.333,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
179,67.485,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
180,67.642,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
181,67.787,-0.0016,0.0,0.002,0.0,0.0,0.0,MANUAL
182,67.926,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
183,68.046,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
184,68.189,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
185,68.335,-0.0016,0.0,0.001,0.0,0.0,0.0,MANUAL
186,68.483,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
187,68.615,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL
188,68.756,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
189,68.9,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
190,69.042,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
191,69.182,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
192,69.343,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
193,69.482,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
194,69.621,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
195,69.755,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
196,69.912,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
197,70.08,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
198,70.234,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL
199,70.393,-0.0016,-0.0,0.037,0.0,0.0,0.0,MANUAL
200,70.568,-0.0016,-0.0,0.027,0.0,0.0,0.0,MANUAL
201,70.705,-0.0016,0.0,0.051,0.0,0.0,0.0,MANUAL
202,70.854,-0.0016,0.0,0.021,0.0,0.0,0.0,MANUAL
203,71.002,-0.0016,0.0,0.02,0.0,0.0,0.0,MANUAL
204,71.133,-0.0016,0.0,0.012,0.0,0.0,0.0,MANUAL
205,71.283,-0.0016,0.0,0.008,0.0,0.0,0.0,MANUAL
206,71.43,-0.0016,0.0,0.008,0.0,0.0,0.0,MANUAL
207,71.587,-0.0016,0.0,0.005,0.0,0.0,0.0,MANUAL
208,71.723,-0.0016,0.0,0.008,0.0,0.0,0.0,MANUAL
209,71.861,-0.0016,0.0,0.007,0.0,0.0,0.0,MANUAL
210,71.997,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
211,72.168,-0.0016,0.0,0.009,0.0,0.0,0.0,MANUAL
212,72.322,-0.0016,0.0,0.007,0.0,0.0,0.0,MANUAL
213,72.494,-0.0016,-0.0,0.006,0.0,0.0,0.0,MANUAL
214,72.643,-0.0016,-0.0,0.005,0.0,0.0,0.0,MANUAL
215,72.77,-0.0016,-0.0,0.004,0.0,0.0,0.0,MANUAL
216,72.913,-0.0016,-0.0,0.003,0.0,0.0,0.0,MANUAL
217,73.063,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
218,73.195,-0.0016,-0.0,0.002,0.0,0.0,0.0,MANUAL
219,73.348,-0.0016,-0.0,0.001,0.0,0.0,0.0,MANUAL
220,73.48,-0.0016,-0.0,0.067,0.0,0.0,0.0,MANUAL
221,73.614,-0.0016,-0.0,0.019,0.0,0.0,0.0,MANUAL
222,73.732,-0.0016,-0.0,0.016,0.0,0.0,0.0,MANUAL
223,73.864,-0.0016,-0.0,0.009,0.0,0.0,0.0,MANUAL
224,74.015,-0.0016,-0.0,0.013,0.0,0.0,0.0,MANUAL
225,74.135,-0.0016,-0.0,0.01,0.0,0.0,0.0,MANUAL
226,74.287,-0.0016,-0.0,0.01,0.0,0.0,0.0,MANUAL
227,74.46,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
228,74.669,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
229,74.905,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
230,75.097,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
231,75.27,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
232,75.367,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
233,75.467,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
234,75.566,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
235,75.667,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
236,75.766,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
237,75.866,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
238,75.967,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
239,76.066,-0.0016,0.0,0.01,0.0,0.0,0.0,MANUAL
240,76.166,-0.0016,-0.0,0.01,0.0,0.0,0.0,MANUAL
241,76.266,-0.0016,-0.0,0.01,0.0,0.0,0.0,MANUAL
242,76.366,-0.0016,-0.0,0.01,0.0,0.0,0.0,MANUAL
