frame,time_s,lateral_offset_norm,heading_error_deg,speed_mps,steering,throttle,brake,drive_mode,raw_heading_deg,raw_lateral_px,kalman_active,width_corrected_rows
0,35.512,-0.0016,-0.05,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
1,35.672,-0.0016,0.17,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
2,35.826,-0.0016,0.1,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
3,35.986,-0.0016,0.06,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
4,36.135,-0.0016,0.04,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
5,36.281,-0.0016,0.02,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
6,36.426,-0.0016,0.02,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
7,36.569,-0.0016,0.01,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
8,36.704,-0.0016,0.01,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
9,36.847,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
10,36.978,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
11,37.116,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
12,37.239,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
13,37.382,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
14,37.516,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
15,37.66,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
16,37.8,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
17,37.958,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
18,38.098,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
19,38.229,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
20,38.364,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
21,38.503,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
22,38.626,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
23,38.782,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
24,38.938,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
25,39.087,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
26,39.225,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
27,39.382,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
28,39.53,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
29,39.669,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
30,39.809,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
31,39.961,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
32,40.102,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
33,40.261,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
34,40.409,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
35,40.551,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
36,40.689,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
37,40.851,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
38,40.992,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
39,41.145,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
40,41.295,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
41,41.442,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
42,41.602,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
43,41.738,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
44,41.907,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
45,42.047,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
46,42.179,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
47,42.322,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
48,42.481,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
49,42.607,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
50,42.744,-0.0016,-0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
51,42.885,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
52,43.011,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
53,43.132,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
54,43.256,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
55,43.418,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
56,43.549,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
57,43.697,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
58,43.85,-0.0016,0.0,0.0,0.0,0.0,0.0,MANUAL,0.0,-0.5,False,1
